chr	start	end	strand	Name	fam	cat	tsd	ltr_context	terminal_branch_length	age	lineage	ltr_len	insert_len	superfam
Bd1	46276608	46277416	+	RLG_BdisC061_Bd1_46276608	RLG_BdisC000	single	0	five_prime_LTR	0.04709274	3.62251846153846	Retand	809	12072	RLG
Bd1	46325977	46337508	+	RLG_BdisC180_Bd1_46325977	RLG_BdisC180	paired	0	five_prime_LTR-solo_LTR	NA	NA	Retand	907	11436	RLG
Bd1	46354203	46355145	+	RLG_BdisC249_Bd1_46354203	RLG_BdisC249	single	0	three_prime_LTR	0.04268214	3.28324153846154	Retand	915	11325	RLG
Bd1	46445633	46446433	-	RLG_BdisC061_Bd1_46445633	RLG_BdisC000	single	1	solo_LTR	0.0749284	5.76372307692308	Retand	809	12072	RLG
Bd1	46475404	46476198	-	RLG_BdisC061_Bd1_46475404	RLG_BdisC000	single	0	three_prime_LTR	0.1163763	8.95202307692307	Retand	809	12072	RLG
Bd1	46488108	46488925	-	RLG_BdisC000_Bd1_46488108	RLG_BdisC000	single	0	five_prime_LTR	0.03799701	2.92284692307692	Retand	808	11884	RLG
Bd1	46510604	46522494	+	RLG_BdisC180_Bd1_46510604	RLG_BdisC180	paired	0	five_prime_LTR-solo_LTR	0.03010601	2.31584692307692	Retand	907	11436	RLG
Bd1	46537468	46538366	-	RLG_BdisC180_Bd1_46537468	RLG_BdisC180	single	0	five_prime_LTR	0.1301196	10.0092	Retand	907	11436	RLG
Bd1	46579794	46580614	-	RLG_BdisC009_Bd1_46579794	RLG_BdisC009	single	0	five_prime_LTR	0.02671446	2.05495846153846	Retand	821	11895	RLG
Bd1	46795434	46795769	+	RLG_BdisC078_Bd1_46795434	RLG_BdisC078	single	0	solo_LTR	0.04925901	3.78915461538462	Reina	399	4394	RLG
Bd1	46937360	46938349	+	RLG_BdisC011_Bd1_46937360	RLG_BdisC011	single	1	solo_LTR	0.02918442	2.24495538461538	Retand	972	12160	RLG
Bd1	46941777	46954881	-	RLG_BdisC266_Bd1_46941777	RLG_BdisC266	paired	1	three_prime_LTR-five_prime_LTR	NA	NA	Retand	915	11367	RLG
Bd1	46961328	46962280	+	RLG_BdisC039_Bd1_46961328	RLG_BdisC039	single	1	solo_LTR	0.008917981	0.685998538461538	CRM	955	6364	RLG
Bd1	46984489	46985261	+	RLG_BdisC061_Bd1_46984489	RLG_BdisC000	single	0	three_prime_LTR	0.03424128	2.63394461538461	Retand	809	12072	RLG
Bd1	47006696	47007508	+	RLG_BdisC061_Bd1_47006696	RLG_BdisC000	single	0	three_prime_LTR	0.05615639	4.31972230769231	Retand	809	12072	RLG
Bd1	47147122	47147933	-	RLG_BdisC061_Bd1_47147122	RLG_BdisC000	single	0	three_prime_LTR	0.04746037	3.65079769230769	Retand	809	12072	RLG
Bd1	47153239	47166004	-	RLG_BdisC249_Bd1_47153239	RLG_BdisC249	paired	0	solo_LTR-five_prime_LTR	NA	NA	Retand	915	11325	RLG
Bd1	47231002	47231910	-	RLG_BdisC266_Bd1_47231002	RLG_BdisC266	single	1	solo_LTR	0.05413014	4.16385692307692	Retand	915	11367	RLG
Bd1	47329772	47330537	+	RLG_BdisC000_Bd1_47329772	RLG_BdisC000	single	0	five_prime_LTR	0.0507525	3.90403846153846	Retand	808	11884	RLG
Bd1	47363757	47372411	-	RLC_BdisC022_Bd1_47363757	RLC_BdisC022	paired	0	three_prime_LTR-three_prime_LTR	NA	NA	Angela	1712	5252	RLC
Bd1	47377677	47379371	-	RLC_BdisC022_Bd1_47377677	RLC_BdisC022	single	0	five_prime_LTR	0.0006774357	0.052110438461539	Angela	1712	5252	RLC
Bd1	47407776	47409488	+	RLC_BdisC022_Bd1_47407776	RLC_BdisC022	single	1	solo_LTR	0.002629344	0.202257230769231	Angela	1712	5252	RLC
Bd1	47438538	47439526	-	RLG_BdisC011_Bd1_47438538	RLG_BdisC011	single	1	solo_LTR	0.02507012	1.92847076923077	Retand	972	12160	RLG
Bd1	47475417	47476290	-	RLG_BdisC180_Bd1_47475417	RLG_BdisC180	single	0	three_prime_LTR	0.03824973	2.94228692307692	Retand	907	11436	RLG
Bd1	47484807	47486119	-	RLC_BdisC209_Bd1_47484807	RLC_BdisC030	single	0	solo_LTR	0.01474156	1.13396615384615	Angela	1318	5304	RLC
Bd1	47501677	47502474	-	RLG_BdisC061_Bd1_47501677	RLG_BdisC000	single	1	solo_LTR	0.09745843	7.49680230769231	Retand	809	12072	RLG
Bd1	47520465	47522173	-	RLC_BdisC022_Bd1_47520465	RLC_BdisC022	single	0	solo_LTR	0.005735201	0.441169307692308	Angela	1712	5252	RLC
Bd1	47636900	47638240	-	RLC_BdisC026_Bd1_47636900	RLC_BdisC026	single	0	solo_LTR	0.04082963	3.14074076923077	SIRE	1345	6586	RLC
Bd1	47677709	47690058	-	RLG_BdisC266_Bd1_47677709	RLG_BdisC266	paired	0	three_prime_LTR-five_prime_LTR	0.04933789	3.79522230769231	Retand	915	11367	RLG
Bd1	47717239	47717568	-	RLC_BdisC130_Bd1_47717239	RLC_BdisC294	single	0	three_prime_LTR	0.03034375	2.33413461538461	Ikeros	436	5575	RLC
Bd1	47718213	47719541	-	RLC_BdisC030_Bd1_47718213	RLC_BdisC030	single	1	solo_LTR	0.003397188	0.261322153846154	Angela	1328	5299	RLC
Bd1	47719541	47732248	+	RLG_BdisC014_Bd1_47719541	RLG_BdisC014	paired	0	five_prime_LTR-three_prime_LTR	0.0369055	2.83888461538461	Retand	838	11211	RLG
Bd1	47738188	47738522	-	RLC_BdisC130_Bd1_47738188	RLC_BdisC294	single	0	solo_LTR	0.03034375	2.33413461538461	Ikeros	436	5575	RLC
Bd1	47747924	47748717	-	RLG_BdisC000_Bd1_47747924	RLG_BdisC000	single	0	solo_LTR	0.04393977	3.37998230769231	Retand	808	11884	RLG
Bd1	47819150	47820481	+	RLC_BdisC026_Bd1_47819150	RLC_BdisC026	single	1	solo_LTR	0.04880371	3.75413153846154	SIRE	1345	6586	RLC
Bd1	47836132	47836938	+	RLG_BdisC000_Bd1_47836132	RLG_BdisC000	single	0	solo_LTR	0.04643131	3.57163923076923	Retand	808	11884	RLG
Bd1	47862775	47863648	-	RLG_BdisC180_Bd1_47862775	RLG_BdisC180	single	1	solo_LTR	0.04005771	3.08136230769231	Retand	907	11436	RLG
Bd1	47874463	47888988	-	RLG_BdisC012_Bd1_47874463	RLG_BdisC266	paired	1	solo_LTR-five_prime_LTR	0.04521975	3.47844230769231	Retand	851	11533	RLG
Bd1	47933509	47947687	-	RLG_BdisC011_Bd1_47933509	RLG_BdisC011	paired	1	three_prime_LTR-five_prime_LTR	0.02598092	1.99853230769231	Retand	972	12160	RLG
Bd1	48036559	48038237	-	RLC_BdisC022_Bd1_48036559	RLC_BdisC022	single	1	solo_LTR	0.002636985	0.202845	Angela	1712	5252	RLC
Bd1	48042754	48055787	+	RLG_BdisC266_Bd1_48042754	RLG_BdisC266	paired	0	five_prime_LTR-three_prime_LTR	0.04433057	3.41004384615385	Retand	915	11367	RLG
Bd1	48174179	48175139	+	RLG_BdisC011_Bd1_48174179	RLG_BdisC011	single	0	solo_LTR	0.04199399	3.23030692307692	Retand	972	12160	RLG
Bd1	48201290	48202190	+	RLG_BdisC249_Bd1_48201290	RLG_BdisC249	single	1	solo_LTR	0.04826461	3.71266230769231	Retand	915	11325	RLG
Bd1	48210494	48211395	-	RLG_BdisC180_Bd1_48210494	RLG_BdisC180	single	0	solo_LTR	0.04247332	3.26717846153846	Retand	907	11436	RLG
Bd1	48219365	48228040	+	RLC_BdisC022_Bd1_48219365	RLC_BdisC022	paired	1	five_prime_LTR-three_prime_LTR	0.003276109	0.252008384615385	Angela	1712	5252	RLC
Bd1	48310015	48310770	-	RLG_BdisC180_Bd1_48310015	RLG_BdisC180	single	0	solo_LTR	0.1301196	10.0092	Retand	907	11436	RLG
Bd1	48539309	48540155	-	RLG_BdisC012_Bd1_48539309	RLG_BdisC266	single	1	solo_LTR	0.03956216	3.04324307692308	Retand	851	11533	RLG
Bd1	48574543	48575344	-	RLG_BdisC000_Bd1_48574543	RLG_BdisC000	single	0	solo_LTR	0.0332038	2.55413846153846	Retand	808	11884	RLG
Bd1	48584632	48589831	-	RLC_BdisC090_Bd1_48584632	RLC_BdisC090	paired	1	three_prime_LTR-five_prime_LTR	0.007006247	0.538942076923077	Ivana	366	4468	RLC
Bd1	48616681	48617522	-	RLG_BdisC012_Bd1_48616681	RLG_BdisC266	single	0	solo_LTR	0.04291225	3.30094230769231	Retand	851	11533	RLG
Bd1	48620112	48621464	+	RLC_BdisC024_Bd1_48620112	RLC_BdisC024	single	1	solo_LTR	0.0254387	1.95682307692308	Angela	1355	5207	RLC
Bd1	48629328	48630172	-	RLG_BdisC012_Bd1_48629328	RLG_BdisC266	single	0	five_prime_LTR	0.04291225	3.30094230769231	Retand	851	11533	RLG
Bd1	48688827	48701798	-	RLG_BdisC011_Bd1_48688827	RLG_BdisC011	paired	0	solo_LTR-five_prime_LTR	NA	NA	Retand	972	12160	RLG
Bd1	48706889	48707785	+	RLG_BdisC180_Bd1_48706889	RLG_BdisC180	single	0	three_prime_LTR	0.07803211	6.00247	Retand	907	11436	RLG
Bd1	49066756	49067586	-	RLG_BdisC012_Bd1_49066756	RLG_BdisC266	single	0	three_prime_LTR	0.06046401	4.65107769230769	Retand	851	11533	RLG
Bd1	49108475	49109277	+	RLG_BdisC061_Bd1_49108475	RLG_BdisC000	single	0	solo_LTR	0.05220719	4.01593769230769	Retand	809	12072	RLG
Bd1	49188702	49202220	-	RLG_BdisC061_Bd1_49188702	RLG_BdisC000	paired	1	three_prime_LTR-five_prime_LTR	0.02654411	2.04185461538461	Retand	809	12072	RLG
Bd1	49203764	49205117	+	RLC_BdisC024_Bd1_49203764	RLC_BdisC024	single	1	solo_LTR	0.01289892	0.992224615384615	Angela	1355	5207	RLC
Bd1	49222747	49223731	-	RLG_BdisC011_Bd1_49222747	RLG_BdisC011	single	1	solo_LTR	0.01669121	1.28393923076923	Retand	972	12160	RLG
Bd1	49230484	49231471	+	RLG_BdisC011_Bd1_49230484	RLG_BdisC011	single	0	five_prime_LTR	0.03584057	2.75696692307692	Retand	972	12160	RLG
Bd1	49740927	49741646	-	RLC_BdisC010_Bd1_49740927	RLC_BdisC010	single	0	three_prime_LTR	0.01945059	1.49619923076923	Alesia	720	4454	RLC
Bd1	49849001	49849695	+	RLG_BdisC061_Bd1_49849001	RLG_BdisC000	single	0	five_prime_LTR	0.04240998	3.26230615384615	Retand	809	12072	RLG
Bd1	49861719	49862529	+	RLG_BdisC000_Bd1_49861719	RLG_BdisC000	single	0	three_prime_LTR	0.05048643	3.88357153846154	Retand	808	11884	RLG
Bd1	49983790	49984632	-	RLG_BdisC014_Bd1_49983790	RLG_BdisC014	single	0	three_prime_LTR	0.03809192	2.93014769230769	Retand	838	11211	RLG
Bd1	49992893	49993736	-	RLG_BdisC014_Bd1_49992893	RLG_BdisC014	single	0	five_prime_LTR	0.03809192	2.93014769230769	Retand	838	11211	RLG
Bd1	50274810	50275704	-	RLG_BdisC180_Bd1_50274810	RLG_BdisC180	single	1	solo_LTR	0.07006455	5.38958076923077	Retand	907	11436	RLG
Bd1	50299437	50300238	-	RLG_BdisC249_Bd1_50299437	RLG_BdisC249	single	0	solo_LTR	0.03490582	2.68506307692308	Retand	915	11325	RLG
Bd1	50326016	50327360	-	RLC_BdisC026_Bd1_50326016	RLC_BdisC026	single	1	solo_LTR	0.03454991	2.65768538461538	SIRE	1345	6586	RLC
Bd1	50465436	50466284	+	RLG_BdisC012_Bd1_50465436	RLG_BdisC266	single	0	five_prime_LTR	0.05576788	4.28983692307692	Retand	851	11533	RLG
Bd1	50480535	50481380	+	RLG_BdisC012_Bd1_50480535	RLG_BdisC266	single	1	solo_LTR	0.05102875	3.92528846153846	Retand	851	11533	RLG
Bd1	50512728	50526023	-	RLG_BdisC012_Bd1_50512728	RLG_BdisC266	paired	1	three_prime_LTR-five_prime_LTR	0.042303	3.25407692307692	Retand	851	11533	RLG
Bd1	50673187	50674899	+	RLC_BdisC022_Bd1_50673187	RLC_BdisC022	single	1	solo_LTR	0.001877261	0.144404692307692	Angela	1712	5252	RLC
Bd1	50722280	50723633	+	RLC_BdisC024_Bd1_50722280	RLC_BdisC024	single	1	solo_LTR	0.01247621	0.959708461538461	Angela	1355	5207	RLC
Bd1	50726992	50728316	-	RLC_BdisC030_Bd1_50726992	RLC_BdisC030	single	1	solo_LTR	0.009063282	0.697175538461538	Angela	1328	5299	RLC
Bd1	50753892	50755208	-	RLC_BdisC209_Bd1_50753892	RLC_BdisC030	single	1	solo_LTR	0.005912547	0.454811307692308	Angela	1318	5304	RLC
Bd1	50986495	50987392	+	RLG_BdisC014_Bd1_50986495	RLG_BdisC014	single	0	five_prime_LTR	0.0686634	5.2818	Retand	838	11211	RLG
Bd1	51283651	51284992	-	RLC_BdisC026_Bd1_51283651	RLC_BdisC026	single	1	solo_LTR	0.01248031	0.960023846153846	SIRE	1345	6586	RLC
Bd1	51367009	51379528	-	RLG_BdisC004_new_Bd1_51367009	RLG_BdisC004_new	paired	1	three_prime_LTR-five_prime_LTR	0.0007720312	0.059387015384615	Tekay	3109	6177	RLG
Bd1	51411684	51414802	-	RLG_BdisC004_new_Bd1_51411684	RLG_BdisC004_new	single	1	solo_LTR	0.04330622	3.33124769230769	Tekay	3109	6177	RLG
Bd1	51424440	51425435	-	RLG_BdisC011_Bd1_51424440	RLG_BdisC011	single	0	solo_LTR	0.05423608	4.17200615384615	Retand	972	12160	RLG
Bd1	51465687	51466494	-	RLG_BdisC014_Bd1_51465687	RLG_BdisC014	single	0	three_prime_LTR	0.03846051	2.95850076923077	Retand	838	11211	RLG
Bd1	51490174	51501955	+	RLG_BdisC011_Bd1_51490174	RLG_BdisC011	paired	0	three_prime_LTR-solo_LTR	NA	NA	Retand	972	12160	RLG
Bd1	51515176	51516158	+	RLG_BdisC011_Bd1_51515176	RLG_BdisC011	single	0	solo_LTR	0.01632465	1.25574230769231	Retand	972	12160	RLG
Bd1	51523778	51524237	+	RLG_BdisC072_Bd1_51523778	RLG_BdisC072	single	0	solo_LTR	0.04282113	3.29393307692308	Retand	478	13290	RLG
Bd1	51564754	51566108	+	RLC_BdisC024_Bd1_51564754	RLC_BdisC024	single	1	solo_LTR	0.009136108	0.702777538461538	Angela	1355	5207	RLC
Bd1	51718673	51720002	-	RLC_BdisC030_Bd1_51718673	RLC_BdisC030	single	1	solo_LTR	0.0012254	0.094261538461539	Angela	1328	5299	RLC
Bd1	51800366	51801201	+	RLG_BdisC014_Bd1_51800366	RLG_BdisC014	single	0	solo_LTR	0.03839516	2.95347384615385	Retand	838	11211	RLG
Bd1	51802615	51803516	+	RLG_BdisC266_Bd1_51802615	RLG_BdisC266	single	0	three_prime_LTR	0.047833	3.67946153846154	Retand	915	11367	RLG
Bd1	51816394	51816621	+	RLC_BdisC092_Bd1_51816394	RLC_BdisC092	single	0	solo_LTR	0.007688189	0.591399153846154	Bianca	228	4798	RLC
Bd1	51831180	51831896	-	RLG_BdisC009_Bd1_51831180	RLG_BdisC009	single	0	solo_LTR	0.03982582	3.06352461538461	Retand	821	11895	RLG
Bd1	51922519	51924230	+	RLC_BdisC022_Bd1_51922519	RLC_BdisC022	single	1	solo_LTR	0.002512415	0.193262692307692	Angela	1712	5252	RLC
Bd1	51948284	51949111	-	RLG_BdisC011_Bd1_51948284	RLG_BdisC011	single	0	solo_LTR	0.02801913	2.15531769230769	Retand	972	12160	RLG
Bd1	52071898	52073194	+	RLC_BdisC026_Bd1_52071898	RLC_BdisC026	single	1	solo_LTR	0.06772582	5.20967846153846	SIRE	1345	6586	RLC
Bd1	52112608	52126517	-	RLG_BdisC011_Bd1_52112608	RLG_BdisC011	paired	1	three_prime_LTR-five_prime_LTR	0.02533596	1.94892	Retand	972	12160	RLG
Bd1	52240671	52242382	+	RLC_BdisC022_Bd1_52240671	RLC_BdisC022	single	1	solo_LTR	0.001082544	0.083272615384615	Angela	1712	5252	RLC
Bd1	52250706	52251437	+	RLG_BdisC180_Bd1_52250706	RLG_BdisC180	single	0	five_prime_LTR	0.06538413	5.02954846153846	Retand	907	11436	RLG
Bd1	52359626	52360900	+	RLC_BdisC026_Bd1_52359626	RLC_BdisC026	single	0	five_prime_LTR	0.04194059	3.22619923076923	SIRE	1345	6586	RLC
Bd1	52386403	52387235	+	RLG_BdisC012_Bd1_52386403	RLG_BdisC266	single	0	five_prime_LTR	0.07123686	5.47975846153846	Retand	851	11533	RLG
Bd1	52398210	52399121	+	RLG_BdisC266_Bd1_52398210	RLG_BdisC266	single	0	three_prime_LTR	0.04270856	3.28527384615385	Retand	915	11367	RLG
Bd1	52433583	52436693	-	RLG_BdisC004_new_Bd1_52433583	RLG_BdisC004_new	single	1	solo_LTR	0.004651444	0.357803384615385	Tekay	3109	6177	RLG
Bd1	52464359	52465674	+	RLC_BdisC024_Bd1_52464359	RLC_BdisC024	single	0	solo_LTR	0.02857695	2.19822692307692	Angela	1355	5207	RLC
Bd1	52465688	52466452	+	RLG_BdisC266_Bd1_52465688	RLG_BdisC266	single	0	solo_LTR	0.06519642	5.01510923076923	Retand	915	11367	RLG
Bd1	52505336	52508467	+	RLG_BdisC004_new_Bd1_52505336	RLG_BdisC004_new	single	1	solo_LTR	0.004651444	0.357803384615385	Tekay	3109	6177	RLG
Bd1	52543699	52545418	-	RLC_BdisC022_Bd1_52543699	RLC_BdisC022	single	1	solo_LTR	0.005735201	0.441169307692308	Angela	1712	5252	RLC
Bd1	52611744	52612544	+	RLG_BdisC249_Bd1_52611744	RLG_BdisC249	single	0	five_prime_LTR	0.02858492	2.19884	Retand	915	11325	RLG
Bd1	52627037	52641190	-	RLG_BdisC011_Bd1_52627037	RLG_BdisC011	paired	1	three_prime_LTR-five_prime_LTR	0.02210322	1.70024769230769	Retand	972	12160	RLG
Bd1	52643008	52643818	+	RLG_BdisC249_Bd1_52643008	RLG_BdisC249	single	0	solo_LTR	0.03416925	2.62840384615385	Retand	915	11325	RLG
Bd1	52824143	52825495	+	RLC_BdisC026_Bd1_52824143	RLC_BdisC026	single	0	solo_LTR	0.07203077	5.54082846153846	SIRE	1345	6586	RLC
Bd1	52932345	52933237	+	RLG_BdisC266_Bd1_52932345	RLG_BdisC266	single	1	solo_LTR	0.06832524	5.25578769230769	Retand	915	11367	RLG
Bd1	52979365	52980699	+	RLC_BdisC026_Bd1_52979365	RLC_BdisC026	single	0	solo_LTR	0.04678638	3.59895230769231	SIRE	1345	6586	RLC
Bd1	53029319	53030028	-	RLG_BdisC014_Bd1_53029319	RLG_BdisC014	single	1	solo_LTR	0.05803064	4.46389538461538	Retand	838	11211	RLG
Bd1	53100716	53101648	-	RLG_BdisC077_Bd1_53100716	RLG_BdisC077	single	1	solo_LTR	0.0388881	2.99139230769231	CRM	939	5913	RLG
Bd1	53119742	53128395	-	RLC_BdisC022_Bd1_53119742	RLC_BdisC022	paired	1	three_prime_LTR-five_prime_LTR	0.0004061109	0.0312393	Angela	1712	5252	RLC
Bd1	53271879	53272716	+	RLG_BdisC012_Bd1_53271879	RLG_BdisC266	single	0	five_prime_LTR	0.05323294	4.09484153846154	Retand	851	11533	RLG
Bd1	53275403	53276242	+	RLG_BdisC012_Bd1_53275403	RLG_BdisC266	single	0	three_prime_LTR	0.05323294	4.09484153846154	Retand	851	11533	RLG
Bd1	53315937	53316767	-	RLG_BdisC014_Bd1_53315937	RLG_BdisC014	single	0	five_prime_LTR	0.04278592	3.29122461538461	Retand	838	11211	RLG
Bd1	53610426	53611753	-	RLC_BdisC030_Bd1_53610426	RLC_BdisC030	single	1	solo_LTR	0.005945644	0.457357230769231	Angela	1328	5299	RLC
Bd1	53812372	53813697	+	RLC_BdisC030_Bd1_53812372	RLC_BdisC030	single	1	solo_LTR	0.01147257	0.882505384615384	Angela	1328	5299	RLC
Bd1	53816054	53816918	+	RLG_BdisC180_Bd1_53816054	RLG_BdisC180	single	0	solo_LTR	0.04465637	3.43510538461538	Retand	907	11436	RLG
Bd1	53892115	53892957	-	RLG_BdisC180_Bd1_53892115	RLG_BdisC180	single	1	solo_LTR	0.06352296	4.88638153846154	Retand	907	11436	RLG
Bd1	54028124	54029836	-	RLC_BdisC022_Bd1_54028124	RLC_BdisC022	single	0	three_prime_LTR	0.002516185	0.193552692307692	Angela	1712	5252	RLC
Bd1	54047132	54048033	+	RLG_BdisC249_Bd1_54047132	RLG_BdisC249	single	1	solo_LTR	0.04826461	3.71266230769231	Retand	915	11325	RLG
Bd1	54314066	54327638	-	RLG_BdisC000_Bd1_54314066	RLG_BdisC000	paired	1	three_prime_LTR-five_prime_LTR	0.02236507	1.72039	Retand	808	11884	RLG
Bd1	54433068	54434412	-	RLC_BdisC026_Bd1_54433068	RLC_BdisC026	single	1	solo_LTR	0.07082526	5.44809692307692	SIRE	1345	6586	RLC
Bd1	54436112	54436996	+	RLG_BdisC249_Bd1_54436112	RLG_BdisC249	single	1	solo_LTR	0.02960679	2.27744538461538	Retand	915	11325	RLG
Bd1	54544616	54545459	-	RLG_BdisC249_Bd1_54544616	RLG_BdisC249	single	1	solo_LTR	0.03488336	2.68333538461538	Retand	915	11325	RLG
Bd1	54560655	54561381	-	RLG_BdisC061_Bd1_54560655	RLG_BdisC000	single	0	five_prime_LTR	0.04197856	3.22912	Retand	809	12072	RLG
Bd1	54567312	54567648	-	RLC_BdisC130_Bd1_54567312	RLC_BdisC294	single	0	three_prime_LTR	0.05688015	4.37539615384615	Ikeros	436	5575	RLC
Bd1	54571213	54571605	-	RLC_BdisC130_Bd1_54571213	RLC_BdisC294	single	0	solo_LTR	0.05688015	4.37539615384615	Ikeros	436	5575	RLC
Bd1	54613904	54615217	+	RLC_BdisC209_Bd1_54613904	RLC_BdisC030	single	0	solo_LTR	0.01474156	1.13396615384615	Angela	1318	5304	RLC
Bd1	54617715	54618572	-	RLG_BdisC266_Bd1_54617715	RLG_BdisC266	single	0	three_prime_LTR	0.03422182	2.63244769230769	Retand	915	11367	RLG
Bd1	54636398	54637308	-	RLG_BdisC266_Bd1_54636398	RLG_BdisC266	single	0	solo_LTR	0.03422182	2.63244769230769	Retand	915	11367	RLG
Bd1	54701997	54702979	+	RLG_BdisC011_Bd1_54701997	RLG_BdisC011	single	1	solo_LTR	0.02726869	2.09759153846154	Retand	972	12160	RLG
Bd1	54786420	54787154	+	RLG_BdisC180_Bd1_54786420	RLG_BdisC180	single	0	five_prime_LTR	0.031393	2.41484615384615	Retand	907	11436	RLG
Bd1	54813681	54814635	+	RLG_BdisC011_Bd1_54813681	RLG_BdisC011	single	0	five_prime_LTR	0.03266782	2.51290923076923	Retand	972	12160	RLG
Bd1	54823403	54824316	+	RLG_BdisC180_Bd1_54823403	RLG_BdisC180	single	0	solo_LTR	0.031393	2.41484615384615	Retand	907	11436	RLG
Bd1	54833226	54834579	+	RLC_BdisC024_Bd1_54833226	RLC_BdisC024	single	1	solo_LTR	0.01639715	1.26131923076923	Angela	1355	5207	RLC
Bd1	54852530	54853004	+	RLG_BdisC072_Bd1_54852530	RLG_BdisC072	single	0	three_prime_LTR	0.0301151	2.31654615384615	Retand	478	13290	RLG
Bd1	54853324	54866244	+	RLG_BdisC180_Bd1_54853324	RLG_BdisC180	paired	1	five_prime_LTR-solo_LTR	0.04380278	3.36944461538461	Retand	907	11436	RLG
Bd1	55173513	55174265	+	RLG_BdisC180_Bd1_55173513	RLG_BdisC180	single	0	five_prime_LTR	0.0512882	3.94524615384615	Retand	907	11436	RLG
Bd1	55241451	55242778	+	RLC_BdisC030_Bd1_55241451	RLC_BdisC030	single	1	solo_LTR	0.003397188	0.261322153846154	Angela	1328	5299	RLC
Bd1	55285508	55286861	+	RLC_BdisC024_Bd1_55285508	RLC_BdisC024	single	1	solo_LTR	0.01039427	0.799559230769231	Angela	1355	5207	RLC
Bd1	55290220	55291545	+	RLC_BdisC030_Bd1_55290220	RLC_BdisC030	single	1	solo_LTR	0.004450764	0.342366461538461	Angela	1328	5299	RLC
Bd1	55367855	55368938	-	RLC_BdisC026_Bd1_55367855	RLC_BdisC026	single	0	solo_LTR	0.04416647	3.39742076923077	SIRE	1345	6586	RLC
Bd1	55368942	55370653	-	RLC_BdisC022_Bd1_55368942	RLC_BdisC022	single	1	solo_LTR	0.003096923	0.238224846153846	Angela	1712	5252	RLC
Bd1	55390405	55391211	+	RLG_BdisC000_Bd1_55390405	RLG_BdisC000	single	0	five_prime_LTR	0.01806952	1.38996307692308	Retand	808	11884	RLG
Bd1	55418621	55419427	+	RLG_BdisC000_Bd1_55418621	RLG_BdisC000	single	0	three_prime_LTR	0.01806952	1.38996307692308	Retand	808	11884	RLG
Bd1	55657053	55670673	-	RLG_BdisC180_Bd1_55657053	RLG_BdisC180	paired	0	three_prime_LTR-five_prime_LTR	0.04666258	3.58942923076923	Retand	907	11436	RLG
Bd1	55739577	55739776	+	RLC_BdisC099_Bd1_55739577	RLC_BdisC099	single	0	five_prime_LTR	0.03940788	3.03137538461538	Ale	200	4396	RLC
Bd1	55795257	55796102	+	RLG_BdisC014_Bd1_55795257	RLG_BdisC014	single	0	three_prime_LTR	0.04505976	3.46613538461538	Retand	838	11211	RLG
Bd1	55827986	55829679	-	RLC_BdisC022_Bd1_55827986	RLC_BdisC022	single	1	solo_LTR	0.005735201	0.441169307692308	Angela	1712	5252	RLC
Bd1	55897000	55898354	-	RLC_BdisC024_Bd1_55897000	RLC_BdisC024	single	1	solo_LTR	0.005892727	0.453286692307692	Angela	1355	5207	RLC
Bd1	55989258	55990612	+	RLC_BdisC024_Bd1_55989258	RLC_BdisC024	single	1	solo_LTR	0.005309985	0.408460384615385	Angela	1355	5207	RLC
Bd1	56108336	56109334	+	RLG_BdisC011_Bd1_56108336	RLG_BdisC011	single	0	three_prime_LTR	0.05383038	4.14079846153846	Retand	972	12160	RLG
Bd1	56146074	56146205	+	RLC_BdisC008_Bd1_56146074	RLC_BdisC008	single	0	three_prime_LTR	0.03339034	2.56848769230769	Ale	132	4906	RLC
Bd1	56190536	56191850	-	RLC_BdisC209_Bd1_56190536	RLC_BdisC030	single	0	solo_LTR	0.01030501	0.792693076923077	Angela	1318	5304	RLC
Bd1	56323205	56324549	+	RLC_BdisC026_Bd1_56323205	RLC_BdisC026	single	1	solo_LTR	0.02029502	1.56115538461538	SIRE	1345	6586	RLC
Bd1	56406732	56407548	+	RLG_BdisC000_Bd1_56406732	RLG_BdisC000	single	0	five_prime_LTR	0.03679211	2.83016230769231	Retand	808	11884	RLG
Bd1	56419273	56420260	+	RLG_BdisC011_Bd1_56419273	RLG_BdisC011	single	1	solo_LTR	0.0224585	1.72757692307692	Retand	972	12160	RLG
Bd1	56420585	56421398	+	RLG_BdisC000_Bd1_56420585	RLG_BdisC000	single	0	three_prime_LTR	0.03679211	2.83016230769231	Retand	808	11884	RLG
Bd1	56775802	56777514	+	RLC_BdisC022_Bd1_56775802	RLC_BdisC022	single	1	solo_LTR	0.005735201	0.441169307692308	Angela	1712	5252	RLC
Bd1	56851559	56852871	+	RLC_BdisC209_Bd1_56851559	RLC_BdisC030	single	0	solo_LTR	0.01173153	0.902425384615385	Angela	1318	5304	RLC
Bd1	56863198	56863615	-	RLC_BdisC130_Bd1_56863198	RLC_BdisC294	single	0	solo_LTR	0.1137965	8.75357692307692	Ikeros	436	5575	RLC
Bd1	57019991	57021750	+	RLC_BdisC022_Bd1_57019991	RLC_BdisC022	single	0	three_prime_LTR	0.001520201	0.116938538461538	Angela	1712	5252	RLC
Bd1	57215630	57216944	+	RLC_BdisC209_Bd1_57215630	RLC_BdisC030	single	0	solo_LTR	0.008185167	0.629628230769231	Angela	1318	5304	RLC
